student_id,session_date,session_number,problem,operation,correct_answer,user_answer,is_correct,attempts_needed,time_spent_seconds,difficulty_level,error_type
1,2024-01-20,7,12 × 11,Multiplication,132,131,False,2,44,Hard,off_by_one
1,2024-01-20,7,12 - 10,Subtraction,2,2,True,1,7,Easy,
1,2024-01-20,7,14 - 8,Subtraction,6,7,False,3,19,Easy,off_by_one
1,2024-01-20,7,18 ÷ 2,Division,9,9,True,1,12,Easy,
1,2024-01-20,7,8 × 3,Multiplication,24,24,True,1,12,Medium,
1,2024-01-20,7,10 + 6,Addition,16,16,True,1,6,Easy,
1,2024-01-20,7,77 ÷ 11,Division,7,7,True,1,11,Easy,
1,2024-01-20,7,12 ÷ 6,Division,2,0,False,2,22,Easy,wrong_operation
1,2024-01-24,8,9 × 5,Multiplication,45,45,True,1,13,Medium,
1,2024-01-24,8,77 ÷ 11,Division,7,7,True,1,11,Easy,
1,2024-01-24,8,88 ÷ 11,Division,8,8,True,1,10,Easy,
1,2024-01-24,8,7 + 9,Addition,16,16,True,1,6,Easy,
1,2024-01-24,8,15 - 1,Subtraction,14,14,True,1,6,Easy,
1,2024-01-24,8,12 ÷ 6,Division,2,14,False,4,40,Easy,multiplication_error
1,2024-01-24,8,4 × 11,Multiplication,44,44,True,1,16,Medium,
1,2024-01-24,8,14 - 13,Subtraction,1,1,True,1,9,Easy,
1,2024-01-24,8,2 × 5,Multiplication,10,10,True,1,10,Easy,
1,2024-01-24,8,10 - 7,Subtraction,3,3,True,1,9,Easy,
1,2024-01-26,9,10 - 4,Subtraction,6,6,True,1,6,Easy,
1,2024-01-26,9,8 - 2,Subtraction,6,6,True,1,9,Easy,
1,2024-01-26,9,4 + 8,Addition,12,12,True,1,7,Easy,
1,2024-01-26,9,12 + 11,Addition,23,23,True,1,10,Medium,
1,2024-01-26,9,8 - 4,Subtraction,4,4,True,1,9,Easy,
1,2024-01-26,9,12 × 6,Multiplication,72,73,False,2,31,Hard,off_by_one
1,2024-01-26,9,3 × 4,Multiplication,12,12,True,1,9,Easy,
1,2024-01-26,9,13 - 13,Subtraction,0,0,True,1,6,Easy,
1,2024-01-26,9,7 - 3,Subtraction,4,4,True,1,8,Easy,
1,2024-01-28,10,16 - 13,Subtraction,3,3,True,1,5,Easy,
1,2024-01-28,10,9 + 4,Addition,13,13,True,1,6,Easy,
1,2024-01-28,10,8 ÷ 4,Division,2,2,True,1,12,Easy,
1,2024-01-28,10,6 - 6,Subtraction,0,0,True,1,8,Easy,
1,2024-01-28,10,7 + 7,Addition,14,14,True,1,6,Easy,
1,2024-01-28,10,6 - 1,Subtraction,5,5,True,1,5,Easy,
1,2024-01-28,10,16 - 3,Subtraction,13,13,True,1,9,Easy,
1,2024-01-28,10,9 + 3,Addition,12,12,True,1,9,Easy,
1,2024-01-28,10,9 - 3,Subtraction,6,6,True,1,9,Easy,
1,2024-01-28,10,3 + 12,Addition,15,15,True,1,8,Easy,
1,2024-01-28,10,4 + 5,Addition,9,9,True,1,5,Easy,
1,2024-01-28,10,6 × 11,Multiplication,66,61,False,3,44,Hard,off_by_five
1,2024-02-02,11,3 × 10,Multiplication,30,30,True,1,14,Medium,
1,2024-02-02,11,6 + 7,Addition,13,13,True,1,7,Easy,
1,2024-02-02,11,2 + 11,Addition,13,13,True,1,10,Easy,
1,2024-02-02,11,5 + 6,Addition,11,12,False,2,15,Easy,off_by_one
1,2024-02-02,11,7 + 9,Addition,16,16,True,1,9,Easy,
1,2024-02-02,11,17 - 12,Subtraction,5,5,True,1,7,Easy,
1,2024-02-02,11,15 - 3,Subtraction,12,12,True,1,8,Easy,
1,2024-02-02,11,2 + 12,Addition,14,14,True,1,9,Easy,
1,2024-02-02,11,54 ÷ 9,Division,6,6,True,1,9,Easy,
1,2024-02-02,11,10 × 2,Multiplication,20,20,True,1,10,Easy,
1,2024-02-07,12,54 ÷ 6,Division,9,9,True,1,11,Easy,
1,2024-02-07,12,30 ÷ 6,Division,5,5,True,1,12,Easy,
1,2024-02-07,12,2 + 9,Addition,11,11,True,1,6,Easy,
1,2024-02-07,12,6 + 6,Addition,12,12,True,1,6,Easy,
1,2024-02-07,12,11 × 9,Multiplication,99,99,True,1,20,Hard,
1,2024-02-07,12,8 + 10,Addition,18,18,True,1,7,Easy,
1,2024-02-07,12,55 ÷ 11,Division,5,5,True,1,12,Easy,
1,2024-02-07,12,9 + 4,Addition,13,12,False,3,18,Easy,off_by_one
1,2024-02-07,12,4 + 12,Addition,16,16,True,1,10,Easy,
1,2024-02-10,13,7 - 3,Subtraction,4,4,True,1,5,Easy,
1,2024-02-10,13,15 - 8,Subtraction,7,7,True,1,7,Easy,
1,2024-02-10,13,5 + 7,Addition,12,12,True,1,6,Easy,
1,2024-02-10,13,6 - 3,Subtraction,3,3,True,1,5,Easy,
1,2024-02-10,13,16 - 11,Subtraction,5,5,True,1,5,Easy,
1,2024-02-10,13,14 - 3,Subtraction,11,11,True,1,10,Easy,
1,2024-02-10,13,56 ÷ 8,Division,7,7,True,1,13,Easy,
1,2024-02-10,13,6 × 7,Multiplication,42,50,False,4,52,Medium,multiplication_error
1,2024-02-10,13,15 - 3,Subtraction,12,12,True,1,6,Easy,
1,2024-02-10,13,6 - 3,Subtraction,3,3,True,1,8,Easy,
1,2024-02-10,13,6 - 1,Subtraction,5,5,True,1,6,Easy,
1,2024-02-10,13,72 ÷ 9,Division,8,8,True,1,10,Easy,
1,2024-02-13,14,17 - 1,Subtraction,16,16,True,1,10,Easy,
1,2024-02-13,14,16 - 9,Subtraction,7,7,True,1,9,Easy,
1,2024-02-13,14,2 + 11,Addition,13,13,True,1,9,Easy,
1,2024-02-13,14,11 - 2,Subtraction,9,9,True,1,7,Easy,
1,2024-02-13,14,3 × 5,Multiplication,15,15,True,1,9,Easy,
1,2024-02-13,14,24 ÷ 8,Division,3,3,True,1,13,Easy,
1,2024-02-13,14,4 + 10,Addition,14,14,True,1,7,Easy,
1,2024-02-13,14,12 + 4,Addition,16,16,True,1,7,Easy,
1,2024-02-13,14,10 - 2,Subtraction,8,8,True,1,7,Easy,
1,2024-02-13,14,12 × 4,Multiplication,48,48,True,1,14,Medium,
1,2024-02-17,15,40 ÷ 10,Division,4,4,True,1,11,Easy,
1,2024-02-17,15,2 + 10,Addition,12,12,True,1,10,Easy,
1,2024-02-17,15,2 + 12,Addition,14,14,True,1,10,Easy,
1,2024-02-17,15,6 - 5,Subtraction,1,1,True,1,6,Easy,
1,2024-02-17,15,7 - 1,Subtraction,6,6,True,1,9,Easy,
1,2024-02-17,15,10 × 11,Multiplication,110,112,False,2,40,Hard,calculation_error
1,2024-02-17,15,2 × 11,Multiplication,22,22,False,2,24,Medium,digit_reversal
1,2024-02-17,15,63 ÷ 9,Division,7,7,True,1,12,Easy,
1,2024-02-17,15,9 × 3,Multiplication,27,27,True,1,12,Medium,
1,2024-02-17,15,32 ÷ 4,Division,8,8,True,1,11,Easy,
1,2024-02-17,15,3 × 11,Multiplication,33,33,True,1,13,Medium,
2,2024-01-02,1,88 ÷ 11,Division,8,8,True,1,10,Easy,
2,2024-01-02,1,17 - 17,Subtraction,0,0,True,1,5,Easy,
2,2024-01-02,1,44 ÷ 11,Division,4,8,False,3,28,Easy,wrong_operation
2,2024-01-02,1,9 × 9,Multiplication,81,81,True,1,18,Hard,
2,2024-01-02,1,14 - 5,Subtraction,9,9,True,1,6,Easy,
2,2024-01-02,1,12 ÷ 3,Division,4,4,True,1,13,Easy,
2,2024-01-02,1,10 - 9,Subtraction,1,1,True,1,9,Easy,
2,2024-01-02,1,11 - 7,Subtraction,4,4,True,1,7,Easy,
2,2024-01-02,1,13 - 7,Subtraction,6,9,False,4,24,Easy,digit_reversal
2,2024-01-02,1,72 ÷ 9,Division,8,12,False,4,36,Easy,wrong_operation
2,2024-01-02,1,13 - 6,Subtraction,7,7,True,1,5,Easy,
2,2024-01-02,1,16 - 8,Subtraction,8,8,True,1,9,Easy,
2,2024-01-06,2,15 - 6,Subtraction,9,9,True,1,8,Easy,
2,2024-01-06,2,4 + 1,Addition,5,5,True,1,5,Easy,
2,2024-01-06,2,11 - 5,Subtraction,6,6,True,1,8,Easy,
2,2024-01-06,2,11 + 3,Addition,14,14,True,1,7,Easy,
2,2024-01-06,2,66 ÷ 11,Division,6,6,True,1,12,Easy,
2,2024-01-06,2,13 - 2,Subtraction,11,11,True,1,10,Easy,
2,2024-01-06,2,1 + 9,Addition,10,10,True,1,8,Easy,
2,2024-01-06,2,6 - 5,Subtraction,1,0,False,3,17,Easy,calculation_error
2,2024-01-06,2,2 + 12,Addition,14,14,True,1,6,Easy,
2,2024-01-06,2,35 ÷ 7,Division,5,4,False,4,39,Easy,off_by_one
2,2024-01-06,2,8 - 5,Subtraction,3,3,True,1,7,Easy,
2,2024-01-06,2,11 × 5,Multiplication,55,55,True,1,14,Hard,
2,2024-01-07,3,72 ÷ 9,Division,8,20,False,4,36,Easy,multiplication_error
2,2024-01-07,3,2 × 10,Multiplication,20,20,True,1,11,Easy,
2,2024-01-07,3,10 - 8,Subtraction,2,2,True,1,7,Easy,
2,2024-01-07,3,11 - 3,Subtraction,8,8,True,1,6,Easy,
2,2024-01-07,3,40 ÷ 5,Division,8,4,False,2,20,Easy,wrong_operation
2,2024-01-07,3,14 ÷ 7,Division,2,2,True,1,13,Easy,
2,2024-01-07,3,8 × 2,Multiplication,16,16,True,1,10,Easy,
2,2024-01-07,3,10 - 10,Subtraction,0,0,True,1,9,Easy,
2,2024-01-07,3,5 × 9,Multiplication,45,53,False,4,52,Medium,multiplication_error
2,2024-01-11,4,2 + 11,Addition,13,13,True,1,8,Easy,
2,2024-01-11,4,15 ÷ 5,Division,3,3,True,1,13,Easy,
2,2024-01-11,4,84 ÷ 12,Division,7,9,False,3,28,Easy,calculation_error
2,2024-01-11,4,16 - 12,Subtraction,4,0,False,3,15,Easy,off_by_five
2,2024-01-11,4,9 × 12,Multiplication,108,100,False,2,36,Hard,multiplication_error
2,2024-01-11,4,22 ÷ 11,Division,2,2,True,1,13,Easy,
2,2024-01-11,4,13 - 9,Subtraction,4,5,False,4,24,Easy,off_by_one
2,2024-01-11,4,10 + 4,Addition,14,14,True,1,6,Easy,
2,2024-01-11,4,6 + 7,Addition,13,13,True,1,10,Easy,
2,2024-01-11,4,10 × 6,Multiplication,60,60,True,1,17,Hard,
2,2024-01-11,4,5 + 10,Addition,15,15,True,1,9,Easy,
2,2024-01-12,5,7 × 3,Multiplication,21,21,True,1,12,Medium,
2,2024-01-12,5,16 - 1,Subtraction,15,15,True,1,8,Easy,
2,2024-01-12,5,48 ÷ 12,Division,4,4,True,1,9,Easy,
2,2024-01-12,5,5 × 7,Multiplication,35,35,True,1,11,Medium,
2,2024-01-12,5,11 + 6,Addition,17,17,True,1,7,Easy,
2,2024-01-12,5,1 + 7,Addition,8,9,False,2,13,Easy,off_by_one
2,2024-01-12,5,9 × 2,Multiplication,18,18,True,1,13,Easy,
2,2024-01-12,5,12 - 3,Subtraction,9,9,True,1,7,Easy,
2,2024-01-12,5,6 - 5,Subtraction,1,1,True,1,7,Easy,
2,2024-01-14,6,8 - 7,Subtraction,1,1,True,1,8,Easy,
2,2024-01-14,6,2 + 6,Addition,8,8,True,1,8,Easy,
2,2024-01-14,6,8 + 7,Addition,15,10,False,3,19,Easy,off_by_five
2,2024-01-14,6,16 ÷ 2,Division,8,0,False,3,27,Easy,multiplication_error
2,2024-01-14,6,4 × 9,Multiplication,36,36,True,1,15,Medium,
2,2024-01-14,6,14 ÷ 7,Division,2,3,False,4,39,Easy,digit_reversal
2,2024-01-14,6,9 × 3,Multiplication,27,32,False,3,33,Medium,calculation_error
2,2024-01-14,6,42 ÷ 6,Division,7,7,True,1,10,Easy,
2,2024-01-16,7,6 × 4,Multiplication,24,24,True,1,12,Medium,
2,2024-01-16,7,9 ÷ 3,Division,3,3,False,2,19,Easy,wrong_operation
2,2024-01-16,7,3 × 4,Multiplication,12,12,True,1,12,Easy,
2,2024-01-16,7,36 ÷ 6,Division,6,6,True,1,9,Easy,
2,2024-01-16,7,10 - 3,Subtraction,7,13,False,3,16,Easy,wrong_operation
2,2024-01-16,7,13 - 11,Subtraction,2,0,False,2,10,Easy,off_by_five
2,2024-01-16,7,14 - 8,Subtraction,6,6,True,1,5,Easy,
2,2024-01-16,7,10 × 7,Multiplication,70,72,False,3,46,Hard,wrong_operation
2,2024-01-21,8,7 - 5,Subtraction,2,2,True,1,5,Easy,
2,2024-01-21,8,7 - 1,Subtraction,6,6,True,1,6,Easy,
2,2024-01-21,8,48 ÷ 8,Division,6,6,True,1,13,Easy,
2,2024-01-21,8,10 × 7,Multiplication,70,72,False,3,45,Hard,wrong_operation
2,2024-01-21,8,7 + 10,Addition,17,21,False,3,19,Easy,multiplication_error
2,2024-01-21,8,7 - 4,Subtraction,3,4,False,2,13,Easy,digit_reversal
2,2024-01-21,8,11 × 6,Multiplication,66,72,False,4,58,Hard,wrong_operation
2,2024-01-21,8,9 × 4,Multiplication,36,36,False,4,48,Medium,calculation_error
2,2024-01-21,8,6 ÷ 2,Division,3,3,True,1,12,Easy,
2,2024-01-21,8,4 × 5,Multiplication,20,20,True,1,12,Easy,
2,2024-01-26,9,14 - 10,Subtraction,4,4,True,1,5,Easy,
2,2024-01-26,9,8 + 1,Addition,9,9,True,1,9,Easy,
2,2024-01-26,9,9 × 11,Multiplication,99,99,True,1,19,Hard,
2,2024-01-26,9,3 × 6,Multiplication,18,18,True,1,11,Easy,
2,2024-01-26,9,11 - 2,Subtraction,9,9,True,1,9,Easy,
2,2024-01-26,9,48 ÷ 12,Division,4,0,False,2,18,Easy,off_by_five
2,2024-01-26,9,9 × 4,Multiplication,36,35,False,2,26,Medium,off_by_one
2,2024-01-26,9,11 - 8,Subtraction,3,3,True,1,5,Easy,
2,2024-01-26,9,36 ÷ 12,Division,3,3,True,1,10,Easy,
2,2024-01-26,9,11 × 8,Multiplication,88,100,False,3,49,Hard,multiplication_error
2,2024-01-31,10,9 × 3,Multiplication,27,27,True,1,14,Medium,
2,2024-01-31,10,9 - 7,Subtraction,2,2,True,1,7,Easy,
2,2024-01-31,10,12 - 1,Subtraction,11,11,True,1,8,Easy,
2,2024-01-31,10,12 ÷ 3,Division,4,4,True,1,10,Easy,
2,2024-01-31,10,8 × 8,Multiplication,64,64,True,1,14,Hard,
2,2024-01-31,10,14 ÷ 7,Division,2,2,True,1,9,Easy,
2,2024-01-31,10,55 ÷ 11,Division,5,5,True,1,11,Easy,
2,2024-01-31,10,7 - 6,Subtraction,1,1,True,1,9,Easy,
2,2024-02-05,11,16 ÷ 4,Division,4,0,False,2,22,Easy,calculation_error
2,2024-02-05,11,10 - 9,Subtraction,1,1,True,1,8,Easy,
2,2024-02-05,11,10 × 11,Multiplication,110,110,True,1,22,Hard,
2,2024-02-05,11,1 + 1,Addition,2,2,True,1,6,Easy,
2,2024-02-05,11,21 ÷ 3,Division,7,7,True,1,9,Easy,
2,2024-02-05,11,9 + 1,Addition,10,10,True,1,9,Easy,
2,2024-02-05,11,36 ÷ 12,Division,3,3,True,1,13,Easy,
2,2024-02-05,11,7 × 8,Multiplication,56,65,False,3,43,Hard,digit_reversal
2,2024-02-05,11,14 - 7,Subtraction,7,15,False,4,24,Easy,wrong_operation
2,2024-02-07,12,14 - 10,Subtraction,4,4,True,1,6,Easy,
2,2024-02-07,12,9 × 7,Multiplication,63,62,False,3,44,Hard,off_by_one
2,2024-02-07,12,22 ÷ 11,Division,2,2,True,1,10,Easy,
2,2024-02-07,12,3 × 3,Multiplication,9,9,True,1,10,Easy,
2,2024-02-07,12,28 ÷ 4,Division,7,7,True,1,13,Easy,
2,2024-02-07,12,10 × 10,Multiplication,100,95,False,2,36,Hard,off_by_five
2,2024-02-07,12,16 ÷ 4,Division,4,4,True,1,9,Easy,
2,2024-02-07,12,10 × 3,Multiplication,30,29,False,2,24,Medium,off_by_one
2,2024-02-07,12,3 × 9,Multiplication,27,27,True,1,12,Medium,
2,2024-02-07,12,10 + 2,Addition,12,12,True,1,9,Easy,
2,2024-02-12,13,1 + 2,Addition,3,3,True,1,9,Easy,
2,2024-02-12,13,11 × 4,Multiplication,44,44,True,1,13,Medium,
2,2024-02-12,13,72 ÷ 12,Division,6,6,True,1,11,Easy,
2,2024-02-12,13,45 ÷ 9,Division,5,4,False,4,38,Easy,off_by_one
2,2024-02-12,13,9 + 5,Addition,14,14,True,1,8,Easy,
2,2024-02-12,13,17 - 7,Subtraction,10,10,True,1,10,Easy,
2,2024-02-12,13,14 - 3,Subtraction,11,11,True,1,7,Easy,
2,2024-02-12,13,16 - 5,Subtraction,11,11,True,1,7,Easy,
2,2024-02-12,13,21 ÷ 3,Division,7,7,True,1,12,Easy,
2,2024-02-12,13,3 × 12,Multiplication,36,41,False,2,26,Medium,off_by_five
2,2024-02-12,13,7 × 4,Multiplication,28,28,True,1,11,Medium,
2,2024-02-13,14,6 × 7,Multiplication,42,48,False,3,39,Medium,wrong_operation
2,2024-02-13,14,6 - 2,Subtraction,4,4,True,1,6,Easy,
2,2024-02-13,14,36 ÷ 12,Division,3,7,False,4,39,Easy,multiplication_error
2,2024-02-13,14,4 × 5,Multiplication,20,20,True,1,14,Easy,
2,2024-02-13,14,2 × 7,Multiplication,14,14,True,1,11,Easy,
2,2024-02-13,14,11 × 8,Multiplication,88,88,True,1,17,Hard,
2,2024-02-13,14,4 + 1,Addition,5,5,True,1,5,Easy,
2,2024-02-13,14,8 × 12,Multiplication,96,96,True,1,18,Hard,
2,2024-02-13,14,5 × 7,Multiplication,35,35,True,1,13,Medium,
2,2024-02-14,15,48 ÷ 6,Division,8,8,True,1,11,Easy,
2,2024-02-14,15,28 ÷ 7,Division,4,4,True,1,11,Easy,
2,2024-02-14,15,2 × 11,Multiplication,22,17,False,4,42,Medium,off_by_five
2,2024-02-14,15,4 ÷ 2,Division,2,2,True,1,10,Easy,
2,2024-02-14,15,12 × 9,Multiplication,108,108,True,1,18,Hard,
2,2024-02-14,15,5 + 8,Addition,13,13,True,1,7,Easy,
2,2024-02-14,15,32 ÷ 8,Division,4,4,True,1,12,Easy,
2,2024-02-14,15,8 + 12,Addition,20,20,True,1,10,Easy,
2,2024-02-14,15,14 - 14,Subtraction,0,0,True,1,5,Easy,
2,2024-02-14,15,17 - 4,Subtraction,13,13,True,1,6,Easy,
2,2024-02-14,15,49 ÷ 7,Division,7,7,True,1,10,Easy,
3,2024-01-04,1,8 + 5,Addition,13,13,True,1,7,Easy,
3,2024-01-04,1,11 - 11,Subtraction,0,0,True,1,5,Easy,
3,2024-01-04,1,14 ÷ 7,Division,2,2,True,1,11,Easy,
3,2024-01-04,1,20 ÷ 10,Division,2,2,True,1,12,Easy,
3,2024-01-04,1,6 ÷ 2,Division,3,3,True,1,10,Easy,
3,2024-01-04,1,6 ÷ 2,Division,3,3,True,1,9,Easy,
3,2024-01-04,1,1 + 4,Addition,5,5,True,1,6,Easy,
3,2024-01-04,1,12 - 10,Subtraction,2,2,True,1,6,Easy,
3,2024-01-04,1,3 × 11,Multiplication,33,33,True,1,11,Medium,
3,2024-01-04,1,72 ÷ 12,Division,6,6,True,1,9,Easy,
3,2024-01-04,1,14 - 7,Subtraction,7,7,True,1,5,Easy,
3,2024-01-04,1,17 - 8,Subtraction,9,9,True,1,8,Easy,
3,2024-01-08,2,8 × 12,Multiplication,96,101,False,3,52,Hard,off_by_five
3,2024-01-08,2,4 × 10,Multiplication,40,40,True,1,14,Medium,
3,2024-01-08,2,11 - 7,Subtraction,4,4,True,1,5,Easy,
3,2024-01-08,2,3 + 10,Addition,13,13,True,1,9,Easy,
3,2024-01-08,2,8 + 7,Addition,15,15,True,1,8,Easy,
3,2024-01-08,2,21 ÷ 3,Division,7,7,True,1,13,Easy,
3,2024-01-08,2,18 ÷ 9,Division,2,2,True,1,12,Easy,
3,2024-01-08,2,8 - 3,Subtraction,5,5,True,1,5,Easy,
3,2024-01-08,2,2 × 6,Multiplication,12,12,True,1,13,Easy,
3,2024-01-08,2,30 ÷ 5,Division,6,6,True,1,12,Easy,
3,2024-01-12,3,6 ÷ 3,Division,2,2,True,1,9,Easy,
3,2024-01-12,3,66 ÷ 11,Division,6,6,True,1,12,Easy,
3,2024-01-12,3,7 - 4,Subtraction,3,3,True,1,6,Easy,
3,2024-01-12,3,4 × 11,Multiplication,44,36,False,4,52,Medium,multiplication_error
3,2024-01-12,3,2 × 4,Multiplication,8,8,True,1,11,Easy,
3,2024-01-12,3,24 ÷ 8,Division,3,3,True,1,10,Easy,
3,2024-01-12,3,6 × 6,Multiplication,36,36,True,1,11,Medium,
3,2024-01-12,3,11 - 8,Subtraction,3,3,True,1,8,Easy,
3,2024-01-12,3,12 - 6,Subtraction,6,6,True,1,5,Easy,
3,2024-01-12,3,12 + 2,Addition,14,14,True,1,10,Easy,
3,2024-01-12,3,2 × 9,Multiplication,18,18,True,1,12,Easy,
3,2024-01-17,4,8 - 6,Subtraction,2,2,True,1,6,Easy,
3,2024-01-17,4,10 + 12,Addition,22,22,True,1,7,Medium,
3,2024-01-17,4,4 + 8,Addition,12,12,True,1,6,Easy,
3,2024-01-17,4,6 + 4,Addition,10,10,True,1,8,Easy,
3,2024-01-17,4,5 + 12,Addition,17,17,True,1,6,Easy,
3,2024-01-17,4,45 ÷ 9,Division,5,5,True,1,12,Easy,
3,2024-01-17,4,5 × 3,Multiplication,15,19,False,2,19,Easy,multiplication_error
3,2024-01-17,4,1 + 7,Addition,8,8,True,1,9,Easy,
3,2024-01-17,4,11 + 5,Addition,16,16,True,1,8,Easy,
3,2024-01-17,4,17 - 10,Subtraction,7,7,True,1,6,Easy,
3,2024-01-20,5,7 - 1,Subtraction,6,6,True,1,5,Easy,
3,2024-01-20,5,9 × 12,Multiplication,108,108,True,1,21,Hard,
3,2024-01-20,5,9 - 7,Subtraction,2,2,True,1,9,Easy,
3,2024-01-20,5,9 ÷ 3,Division,3,3,True,1,10,Easy,
3,2024-01-20,5,1 + 7,Addition,8,8,True,1,9,Easy,
3,2024-01-20,5,7 × 3,Multiplication,21,21,True,1,11,Medium,
3,2024-01-20,5,11 × 3,Multiplication,33,33,True,1,12,Medium,
3,2024-01-20,5,18 ÷ 9,Division,2,2,True,1,9,Easy,
3,2024-01-20,5,9 - 1,Subtraction,8,8,True,1,9,Easy,
3,2024-01-20,5,12 ÷ 6,Division,2,2,True,1,12,Easy,
3,2024-01-22,6,56 ÷ 7,Division,8,9,False,2,22,Easy,off_by_one
3,2024-01-22,6,5 + 9,Addition,14,14,True,1,7,Easy,
3,2024-01-22,6,6 + 4,Addition,10,10,True,1,7,Easy,
3,2024-01-22,6,14 - 7,Subtraction,7,7,True,1,7,Easy,
3,2024-01-22,6,8 + 6,Addition,14,14,True,1,10,Easy,
3,2024-01-22,6,2 × 11,Multiplication,22,22,True,1,14,Medium,
3,2024-01-22,6,10 × 2,Multiplication,20,20,True,1,10,Easy,
3,2024-01-22,6,7 × 11,Multiplication,77,77,True,1,16,Hard,
